route name,sector name,grade,ascents,stars
Evolution izda,Unknown Crag,7C,1,3
al lado de el blus,Unknown Crag,7B+,1,5
dcha de arrobi,Unknown Crag,7C+,1,0
Homoergaster de pie,Unknown Crag,7C+,1,0
N.N.,Unknown Crag,7C+,1,0
Artista Ivan (sit),Arrastradero,7A,1,5
ENA-B6-L2,Entreaguas,7A,1,3
CAB-B1_L5,Cabrerizo,6C+,1,0
PAR-B1_L6,Parking,7A,1,0
zartako,Unknown Crag,8A+,1,0
ridiculus robinson,Unknown Crag,8A+,1,0
ARR-B6-L2,Unknown Crag,7A+,1,0
Zooryuo,Unknown Crag,7A,1,3
N°53,Arrastradero,7A+,1,0
Boque Fontain,Arrastradero,7A,1,5
n°29,Techos,7A+,1,0
El twist,Parking,6B,1,5
Supergirls,Arrastradero,7B+,1,5
The musget sit,Arrastradero,6B,1,5
El rsquinazo,Arrastradero,7A,1,0
el calibre,Arrastradero,7B,1,0
ARR-B3-L2,Unknown Crag,5C,1,0
Long Jonh,Unknown Crag,7A,1,0
LAF-B11-L4,Entre aguas,6A,1,0
Titanic Izq,Entre aguas,6A,1,3
ARR-B74-L1,Arrastradero,7B+,1,1
ARR-B74-L1,Arrastradero,7A,1,5
1 COL-B20-L1,Mezquita,7C,1,0
Tsunami KB,terria y media,7A,1,0
La garrotxa,terria y media,7B,1,5
Nisu,terria y media,7A,1,5
TMA-B19-L3,terria y media,7A,1,0
N.N.,terria y media,7A,1,0
Los delimcuentes,Unknown Crag,7A+,1,5
TMA-B50-L2,Unknown Crag,7A+,1,1
El Escaqueo (DEMIAN),Techos,7A+,1,5
Trave,La fuente,7A,1,3
TMA-B12-L2,Unknown Crag,7A,1,3
TMA-B71-L2,Unknown Crag,7A,1,5
La Escuadra,Bezas,7B+,1,5
par b9 l8,Unknown Crag,7B,1,5
col b20 l1,Unknown Crag,7B+,1,0
arr b36 l3,Unknown Crag,7B+,1,1
TmaB19-L3,Tierra media,7A,1,3
ketakina,Tierra media,7A,1,5
Rainbow Pocket,Arrastradero,7A,1,3
The Crux,Unknown Crag,7B,1,1
Ineschakra standstart,Unknown Crag,7A,1,3
TEC-B18-L2,Unknown Crag,7A,1,0
Raquell standstart,Unknown Crag,6C+,1,5
L cascanoeces,Unknown Crag,7A,1,5
Zarzamora standstart,Unknown Crag,7A,1,5
de los Planos,Las colmenas,7B,1,0
Maldito duende(de pie),Las colmenas,7A+,1,0
El sentido de la vida,El portichuelo,7B,1,0
monobloque,El portichuelo,7A,1,0
El templo del Sol,El Sol,7A+,1,0
La duda ofende,El Sol,7B+,1,0
Madam Baterfly,sargantana,7A+,1,0
N.N. (Mantel),El Sol,6C,1,0
DERE DEL OREJAS,Arrastradero,7A,1,3
Mito por la fisura,Peninsula,7B+,1,0
El maestro de esgrima,El Sol,7C,1,3
tonicoefebrescente,Arrastradero,7A,1,1
crack mantle thingy,Arrastradero,6C,1,0
El señor de las moscas (ss),El Sol,7A+,1,0
N.N.,Las colmenas,6C+,1,0
aciagos,Unknown Crag,7B,1,1
ineschaka,Unknown Crag,7C,1,3
grave stone,Unknown Crag,7B,1,0
N.N.,enyre aguas,7A,1,5
los jabalogas,Unknown Crag,7B+,1,0
los jaboloyas,Unknown Crag,7B+,1,0
La cent de los idotas,Peninsula,7B,1,0
Wallball,Techos,6C,1,0
Carebears,Techos,7C,1,0
el coleccionista de huesos,colmena,7A,1,0
el hombre de las tabernas(sit),colmena,7A+,1,3
N.N.,Unknown Crag,7C+,1,0
Papillon,Parking lot,7C,1,3
Left version,Techos,7B,1,3
Vato,Techos,7B,1,3
Crimpy wall,Techos,7C+,1,5
Roof,Arrastradero,7B,1,5
One arm slop mantel,Arrastradero,7A,1,5
techo don pepo 2,Unknown Crag,7C,1,5
N.N.,Varandas,6C,1,5
Grasshoper,Arastaderos,7C,1,5
MUCHO OSCAR,Parking,7B+,1,3
toni,Arrastradero,7A,1,3
La linha enemiga,SOL,7A,1,3
parkingroof,Unknown Crag,7C,1,3
N.N. (på Parking),Unknown Crag,7A,1,5
"El esquinazo, sentando",Unknown Crag,7A,1,5
Lancamiento de cojones,Techos,7A,1,3
La Duda Ofende,SOL,7B+,1,3
Scary Highball thing???,Unknown Crag,7A,1,5
La Ninneta,La franja,7A,1,3
Gorilaz,S. Techos,7A+,1,3
Mantel,S.Sol,6B,1,5
Short Traverse,S.Sol,6B,1,3
Serigrasia,albarracin,6C+,1,3
La chepa,albarracin,6C+,1,3
7c - Albarracin,Techos,7C,1,0
"7b, Albarracin, Techos",Techos,7B,1,0
ezperanza,Unknown Crag,7A,1,5
kleines dach hinter succionador,Arrastradero,7A+,1,5
detras tonicoefervescente(romos),Arrastradero,7A+,1,0
Karma....,SOL,7A,1,3
La làgrina,Arrastradero,6B+,1,3
kebrantamentes,Unknown Crag,7C+,1,5
El del Arroita,Arrastradero,8A+,1,5
N.N.,callejon de los lances (techos),7A+,1,1
Albarrastyle,Parking,6C,1,0
New Mind Sit,Parking,6B,1,0
Mr Kindness,Arrastradero,7A+,1,0
Anti Krits,Cabrerizo,7A,1,0
Carros Höga,Arrastradero,5B,1,0
Mini Techo,Techos,6B,1,0
Carros Arret,Techos,6B,1,3
Pimp My Crimp,Techos,6C+,1,0
Alien,Techos,6C,1,0
el xavo del ocho,Arrastradero,6B,1,0
22. topo albarrablog,SOL,6A,1,5
18. Topo albarrablog,SOL,6A,1,3
31. topo albarrablog,SOL,6A+,1,3
58. topo albarrablog,SOL,5C,1,0
la enigma,SOL,7A,1,0
74. topo albarrablog by danger block,SOL,6B+,1,0
El Ombro,Techos,7B+,1,5
el señor de las moscas,Unknown Crag,7B+,1,3
Inésch-Manuch,Unknown Crag,7C,1,5
BoulderTopo 12a,SOL,6A,1,3
BoulderTopo 49c,Arrastradero,6A,1,0
BoulderTopo 36f,SOL,4A,1,5
BoulderTopo 4a,SOL,4A,1,5
BoulderTopo 4c,Arrastradero,4A,1,5
Lentejuelas,Unknown Crag,6B+,1,5
El potorro,Parking,6C,1,5
"""like a bow""",Unknown Crag,7B,1,5
..(sol),Unknown Crag,7A+,1,3
..(Techos 1),Unknown Crag,7A,1,5
lance lateral,Los techos,7A,1,0
en techo jacuzzi salida por el filo,Arrastradero,7A,1,0
techo jacuzzi salida por el romo,Arrastradero,7A,1,0
jacuzzi desde a bajo,Arrastradero,6C,1,3
S/N,Aeroline,6C,1,0
Travessia Techos,Techos,7B,1,1
la dinamo,Tierra media,6C,1,0
...(Arrastradero),Unknown Crag,7A,1,5
...(sol),Unknown Crag,6C,1,3
....(Arrastradero),Unknown Crag,6C+,1,0
Xibeca,Unknown Crag,6A+,1,0
....(Masia),Unknown Crag,6C+,1,0
..(Peninsula),Unknown Crag,6B+,1,5
...(Peninsula),Unknown Crag,7A,1,3
...(Parking),Unknown Crag,6C+,1,5
....(Techo don Pepo),Unknown Crag,6B+,1,5
Danger blok,Unknown Crag,6A+,1,0
"N.N. (boulder 5, c)",Aeroline,6A,1,0
"N.N. (boulder 1, b)",Parking,7A,1,0
"N.N. (boulder 13, a)",Parking,6C,1,0
"N.N. (boulder 7, k)",Techos 1,6B,1,0
"N.N. (boulder 1, c)",Techos 2,6C,1,0
"N.N. (boulder 1, a)",Techos 2,6C,1,0
"N.N. (boulder 1, d)",Techos 2,6C+,1,0
"N.N. (boulder 2, a)",Techos 2,6C,1,0
"N.N. (boulder 12, b)",Techos 2,7A+,1,5
"N.N. (boulder 14, b)",Techos 2,6C,1,0
"N.N. (boulder 16, e)",Techos 2,6C,1,0
"N.N. (boulder 3, d)",Psicokiller,7A,1,3
"N.N. (boulder 3, e)",Psicokiller,6B+,1,3
Queso gruller,Unknown Crag,6C,1,0
El primer proyecto en Albarra?¿,Unknown Crag,6A,1,0
El dynamismo,Techos,7C,1,0
control calidad,Peninsula,7C+,1,0
N.N. 1,Peninsula,6A,1,0
t1,Peninsula,6A,1,0
t4,Peninsula,6B,1,0
N.N.,pinturas buldestres,7A,1,0
bulder kin,Cabrerizo,6B,1,5
Afro pussy,Techos,7A+,1,5
lance de klem,Unknown Crag,7C,1,5
La repisa,Arrastradero,7A,1,0
Aciecas,Techos,7B+,1,0
La Cenades Los Idiotos,Peninsula,7A,1,5
obama verde,Unknown Crag,7B+,1,0
el marathon de las bicicletas,Unknown Crag,7C,1,5
big roof right,Unknown Crag,7C+,1,5
la duda ofende,Unknown Crag,7B+,1,3
c-note,Unknown Crag,7B,1,5
shot down,Unknown Crag,7C,1,5
smily -direct,Unknown Crag,7B,1,5
classic line in the techos,Unknown Crag,7B,1,0
La linea enigma,SOL,7A+,1,0
69 cabrirezo,cabrirezo,7A+,1,3
campus?,Unknown Crag,8A,1,5
"""La paloma =)""",Arrastradero,7A,1,5
Espelaerco,Arrastradero,6B,1,5
tonico-esfesvercente,Unknown Crag,7A,1,5
BoyiRafaY Kikecao,Unknown Crag,7B+,1,5
El Rey León desde abajo,La peninsula,7B,1,5
Dere de Control de calidad?,La peninsula,7A,1,5
minimono,psico,7A+,1,1
Fitness de Whitness,Techos,7A,1,3
Xibeca,SOL,6A+,1,5
La casa?,Cabrerizo,6A+,1,5
Grashoper,Arrastradero,7B+,1,5
Atentado a Walter Bonatti,Arrastradero,7A,1,3
saltoraso,Arrastradero,7A+,1,5
Motivos personales (de pie),Peninsula,7B+,1,5
turbobebe,Unknown Crag,7B,1,3
N.N. (17d),Peninsula,6C+,1,5
N.N. (49c),Arrastradero,6A,1,5
trav. don pepo,Cabrerizo,7A,1,0
N.N. (6b),Techos 1,6C+,1,5
N.N. (3d),Psicokiller,7A,1,3
Máximo Exponente,Zatoichi,7A,1,0
N.N. (6a),Arrastradero,7B,1,3
8a in psickokiller Block 11?,Psicokiller,8A,1,0
Placa frente a Grima,Arrastradero,6A+,1,0
Swing plano,Arrastradero,6A+,1,0
Near gato con botas,Techos,6A+,1,0
Lance placa,Techos,6B+,1,0
techo platillo bajo,Techos,6C,1,0
Ola,Techos,6C+,1,0
monstruo,Arrastradero,4A,1,0
rebufo,Tierra media,7A,1,0
los jaguares,Unknown Crag,6C+,1,0
trave zarzamora,Unknown Crag,7A,1,0
Empotration,Parquing,7A,1,0
N.N. (bloq 23),Peninsula,6B+,1,0
B3-l3,Aeroline,6B+,1,5
Abejorro,Colmenas,7A,1,3
N.N. 21 (NoRop sit),Colmenas,7B+,1,3
piedra de fontainebleau,Arrastradero,7A,1,5
travesia,Peninsula,7A,1,1
mantle,aerolain,6C,1,1
TMA87L,Tierra media,6C+,1,0
Invernadero,Unknown Crag,6C,1,0
La Silueta,Unknown Crag,4A,1,5
Sin Sombra,Unknown Crag,3A,1,0
Linux,Unknown Crag,5A,1,3
Software,Unknown Crag,6B,1,0
Revolución,Unknown Crag,6B,1,5
Entrega,Unknown Crag,6A+,1,3
Cueva,Unknown Crag,6C+,1,0
Gondor,Unknown Crag,7A+,1,3
Saruman,Unknown Crag,7B,1,3
Gandalf,Unknown Crag,6A+,1,3
Crazy Start,Unknown Crag,7A,1,0
La Jira,Unknown Crag,6B,1,5
N.N. 44,Arrastradero,7B,1,0
el desansiao,Arrastradero,7A,1,3
galactica izquierda,Techos,7C,1,5
Thilo,Unknown Crag,7A,1,5
Periñán-Del Campo,Unknown Crag,7A+,1,3
"Voda, voda, los mi ziagn",Unknown Crag,7A+,1,0
Placa de Dirty Sanchez,Unknown Crag,6C,1,0
Techo en Arrastradero,Unknown Crag,7A,1,3
Tino,sektor holzers,7A,1,5
Tino,Holzer,7A,1,0
Rompe Hielo,Holzer,6C+,1,0
Trave don pepo,Parking,7A,1,0
El jacuzzi (centro),Arrastradero,7A,1,0
Roof Direct,Arrastradero,6C,1,3
N.N.,Arrastradero,7A+,1,3
Periñan del campo Sin lance,Tierra media,7A+,1,3
Alexcín,Tierra media,7A,1,3
N.N.,Techos,7A+,1,3
N.N. 14,Techos,7C,1,0
Altmühltaler Singgruppe,Unknown Crag,8A,1,3
Heini Holzer,Unknown Crag,7C,1,0
Izquierda orejas de las regletas,Arrastradero,6C+,1,3
Orejas de las regletas de pie,Arrastradero,7B,1,5
la campana directo,Techos,8A,1,3
wassabe,Techos,7B,1,1
"Antuán, el ejecutor",Arrastradero,7A,1,3
Derecha Ice-T,Holzer,7A,1,3
"tonico efervescente, izq",Arrastradero,6C+,1,0
Campus,la masia,8A,1,0
N.N.,Unknown Crag,6B+,1,0
Tsunami,Arrastradero,6C,1,0
Tocho campus,la masia,7A,1,0
El Inmanteable,T.Media,7B,1,0
Tonica efervescente,Arrastradero,6C,1,0
With a help from my little friends,Holzer,6C+,1,0
Enfrente Aeronave,Techos,7B,1,5
La ley de la bara,Cabrerizo,6A+,1,5
N.N.,Holzer,7A,1,5
La perla negra,Holzer,7B,1,0
Esquina,Tierra media,7A,1,0
Meteoro,Techos 1,6B,1,0
El guijarro,Aeroline,6A+,1,0
Pitinoc,Aeroline,5C,1,0
Hormiguero,Belleza,5A,1,0
Sedduccion,Belleza,6B,1,0
Peonza,Techos,6B,1,0
Meteroo,Techos,6B,1,0
Besabíceps,"Arrastradero ""Solarium""",6A,1,5
L6,"Arrastradero ""La Lágrima""",4A,1,0
Peldaños,"Arrastradero ""La Lágrima""",3A,1,0
Volumen,"Arrastradero ""La Lágrima""",3A,1,0
L7,"Arrastradero ""La Lágrima""",5C,1,0
L2,"Techos ""Bloque 22""",5C,1,0
Embaucador,"Arrastradero ""Bloque 22""",4A,1,0
Supermegafacil,"Arrastradero ""Bloque 22""",4A,1,0
El minivarano,"Arrastradero ""Bloque 55""",6A+,1,1
El Chimpancé,"Techos ""Gorillaz""",6B,1,1
L4,"La Fuente ""Bloque 11""",6A,1,3
El succianador,Unknown Crag,7B,1,0
A ciegos,Unknown Crag,7A+,1,0
Dynamics,Arrastradero,6B+,1,0
La magia,Arrastradero,6A+,1,5
N.N.,SOL,7A+,1,0
Boulder de los alemanes,Arrastradero,6C+,1,3
L3,"Arrastradero ""Solarium""",5C,1,0
L4,"Península ""Bloque 9""",5C,1,5
Mascarada,Techos 2,6C,1,5
El capotear,Toros,6A+,1,0
Vejacion,Techos 1,6A,1,0
Peonza,Techos 1,6B,1,5
Con pasion,Techos 1,6A,1,5
Vuelo en Picado,Techos,6B,1,0
Caries,Tierra media,6A,1,5
Ofensifa,Belleza,5C,1,0
Testaruda,Belleza,6A,1,0
Testarudo,Belleza,6A,1,5
lnks von miga,La fuente,6A,1,0
links von orgasmo - knapp rechts der Verschneidung,La fuente,6A,1,0
trave+los cachas no suben,La fuente,7B,1,0
La caverna,Colmenas,6A+,1,0
T asllomaras,Cabrerizo,6A+,1,0
El gorro SS,La fuente,7A,1,0
Último estertor,Unknown Crag,7A+,1,5
Codigo Personal,Unknown Crag,8A,1,3
ARR-B20-L4,Arrastradero,6A+,1,3
ARR-B26-L1,Arrastradero,6A,1,5
ARR-B32-L8,Arrastradero,5C,1,5
B4-L4,Parquing,6B,1,5
Los cuatro fanáticos,Parquing,6A,1,0
B4-L5,Parquing,6A+,1,0
B50-L2,Arrastradero,6A,1,5
B15-L9,Techos,7A,1,1
B18-L7,Techos,6A,1,1
Nectar,Mezquita,7A,1,0
B1-L1,Parking,6A,1,3
El Chimpace,Techos,6B,1,5
supermafateko,Techos,7B+,1,0
innashakra,Arrastradero,7C,1,0
Placa Beach,Tierra media,6B,1,0
Chicken Fly,Arrastradero,6B+,1,5
"B30-b ""tentines""",SOL,5A,1,5
B32-d,SOL,6B,1,3
Bulder 10-B,SOL,5B,1,3
Bulder 43-E,Arrastradero,3A,1,5
bulder15-a (de pie),Peninsula,5C,1,0
Bulder 2-D,Psicokiller,5C,1,0
N.N. (Boulder 2-B),Psicokiller,4A,1,3
N.N. (Boulder 3-E),Psicokiller,6B+,1,3
N.N. (Boulder 7-E),Techos 1,3A,1,5
N.N. (Boulder 7-H),Techos 1,3A,1,0
Bulder 10-B,Peninsula,4A,1,0
Bulder 10-C,Peninsula,4A,1,0
Bulder 11-H,Peninsula,6A,1,0
N.N. (Boulder 8-A),Peninsula,5B,1,3
N.N. (Boulder 7-C),Peninsula,6A,1,0
N.N. (Boulder 9-E),Psicokiller,5C,1,5
Bulder 11-G,Peninsula,6A+,1,1
N.N. (Boulder 7-trave),Peninsula,6C,1,0
Bulder 12-A,Parking,6A,1,1
Supermafernacho Lance,Unknown Crag,7A,1,5
El Zoorullo,Parking,7A,1,5
Zoorullo Drcha,Parking,7A,1,0
B1-L5,Cabrerizo,6C+,1,5
B6-L2,Parking,6B+,1,5
B18-L3,Techos,7A,1,1
3 PAR-B19-L3,Parking,7C,1,0
yin yang,Unknown Crag,7A,1,0
tonico efervesdente,Unknown Crag,7A,1,0
atajo,Unknown Crag,7A,1,0
tiro al bibedos,Unknown Crag,7A,1,0
yoga,Unknown Crag,7A,1,0
LAF-B8L2,La fuente,7A+,1,3
Rebufo,Unknown Crag,7A,1,0
B4 L4,Parking,6B,1,0
placa plaza,Techos,5C,1,0
Ruper's wall,Techos,7A+,1,0
LA LEY DELA BARRA,Cabrerizo,6B,1,0
Trave campus,La fuente,7B,1,0
Darío y violeta,Techos,4A,1,1
Grietaza!!,La fuente,6B,1,3
N.N. (boulder 24 ?),Arrastradero,7A,1,5
Frambuesa,Parking,6C+,1,5
Mini chakra,Arrastradero,6A+,1,0
Techako del parking,Parking,6C,1,0
La raja que me rajó,Tierra media,6A+,1,0
Sit claro,Tierra media,5A,1,0
Ratatwitt,Tierra media,5B,1,0
Cuarto los monos,Tierra media,4A,1,0
Cazagujeros,Tierra media,5B,1,0
Chapapuertas,Tierra media,4A,1,0
Volando cantos,Tierra media,4A,1,0
El fisico de Pasifico,Tierra media,6B,1,0
Cortefilete,Tierra media,4A,1,0
El jacuzzi left,Unknown Crag,7A,1,5
Regle filo guay,Entreaguas,7A,1,5
De romo a romo,Entreaguas,6C,1,0
Quebrantamentes,Techos 2,6C+,1,0
Rude Man,Techos 1,7B+,1,0
Trav techos,Techos 1,7B,1,3
6ENT-B1-L6,Entre aguas,6C,1,5
2ENT-B8-L2,Entre aguas,7A+,1,5
"l,empotrament del lament desde el fondo.",Arrastradero,6C,1,3
Empotration.,Parking,7A,1,5
tóniko efervescente,Arrastradero,7A,1,5
Pegamento,Peninsula,6C+,1,5
Long John Ext,Techo don pepo,7A+,1,3
Arrpba,Unknown Crag,6C,1,3
Mordor,Unknown Crag,6B+,1,0
Ambar,Unknown Crag,6B+,1,0
Salto de altura,Techos 1,6A+,1,5
Luna rossa,Techos 1,4A,1,5
Idefix,Techos 2,5A,1,3
Feria,Techos 2,4A,1,5
La regleta de liquen,Peninsula,7A,1,5
mantelman,Parking,6B,1,5
Lanzando tontelias,Techos,6B+,1,5
Tec-b45-l1,Techos,6B,1,5
Par-b14-l4,Parking,7A,1,3
Percebe conection Variation,Psicokiller,7A+,1,0
3º por la izquierda,Arrastradero,7A+,1,0
35 a,Arrastradero,5C,1,0
2 c,Unknown Crag,5C,1,0
6 b,Aeroline,5C,1,1
1 b,Masia,6A+,1,3
4 b,Masia,5C,1,5
Amoldadura+Danger Block sd,SOL,6B+,1,0
Danger Block sd,SOL,6B,1,3
Albarrasims right sd,SOL,6A+,1,5
Seiscerrado sd,Arrastradero,6A+,1,5
N.N.,ARRASTRDERO,7A,1,0
La huevera,Unknown Crag,7C,1,0
B29c,Arrastradero,4A,1,5
B11b,SOL,6B+,1,5
B35b,Arrastradero,5C,1,0
B48b,Arrastradero,7A,1,0
N.N.,SOL,6A+,1,0
B12c,Techos,7A,1,0
B2c,Aeroline,5C,1,0
N.N. (a la dreta del yaccuzi),Arrastradero,7A,1,0
Sostre,Techos,7A+,1,5
17c,Techos,7A+,1,0
Champagne Perignon,Techos,7B,1,0
A boulder 14,Parking,7B,1,0
C boulder 28,Arrastradero,6C+,1,3
stiscerrado,Arrastradero,6A+,1,1
aristroauta,SOL,7B,1,1
N.N. (16b),Techos,5B,1,1
N.N. (16d),Techos,4A,1,5
N.N. (10f),Techos,6A+,1,3
N.N. (7b),Techos,4A,1,1
N.N. (bloque 6b),Masia,4A,1,0
N.N. (bloque 7b),Masia,4A,1,5
N.N. (bloque 7i),Masia,4A,1,0
salto base s.s,Arrastradero,7A+,1,0
lance de la masia,Masia,7B,1,5
N.N. (bloque 6a),Masia,5A,1,3
N.N. (bloque 5c),Masia,6A,1,1
N.N.,Techos,7A,1,5
hard topout,Arrastradero,7B+,1,5
N.N. (22d),Arrastradero,7A,1,0
N.N. (14b),Techos,6C,1,1
Altocopete,Techos,7A,1,3
Jabaloyas sit + El campus,SOL,7B,1,3
Mardi grass s.s.,Arrastradero,7B+,1,5
7a La fuente,La fuente,7A,1,0
Zarzamora (de pie),Unknown Crag,7A,1,0
De Subito Plaf,el cabrerizo,5A,1,5
N.N. (boulder 17 b),SOL,7A+,1,5
N.N. (boulder 5 a),aerolina,7A,1,5
percebes conexion,sikokiler,7A,1,5
N.N. (fisura),Parking,6B,1,0
N.N. (Techo),Parking,6A+,1,0
N.N. (arbol),La fuente,6B,1,0
N.N. (techo),Arrastradero,7A,1,0
happy arete,Techos,7A,1,0
romolo y remo,Techos,7A,1,0
la lagrima var. der.,Arrastradero,6C,1,0
Banano,Parking,4A,1,0
Clasico viejunos,Arrastradero,6B+,1,0
Caliente caliente,Arrastradero,5A,1,0
N.N.,Bergerie,7B+,1,0
Néctar,Colmenas,7B+,1,5
techo don pepo jump,Techo don pepo,7B+,1,5
crimpy,Unknown Crag,6C+,1,0
Techo entreaguas drcha,Entreaguas,7A+,1,0
Theben,Unknown Crag,7B,1,1
Piedra de fonten,Arrastradero,7A,1,0
La trave del Klem,Acantilados,8A,1,0
B16,Techos,6A+,1,3
Mazinguer Z,Peninsula,6A,1,3
El Arlequín s.s.,Peninsula,7B,1,3
N.N. (6f),Parking,4A,1,0
N.N. (4a),Parking,5C,1,0
N.N. 5 (c),Techos 1,6C,1,0
N.N. 5 (b),Techos 1,7A+,1,0
N.N. 21 (b),Peninsula,6A,1,0
N.N. 22 (d),Arrastradero,7A,1,0
TEC-B1-L5,Techos,6C+,1,0
Mantel,Entre aguas,6C,1,0
Isengard,tierramedia,7A,1,0
Seixcerraro,Arrastradero,6B,1,1
N.N. (5a),Peninsula,4A,1,5
N.N. (5b),Peninsula,3A,1,5
Roof with big pockets,Arrastradero,5C,1,5
N.N. (2c),Psicokiller,5B,1,3
N.N. (2d),Psicokiller,5C,1,0
N.N. (7a),Psicokiller,4A,1,0
faramir,tierramedia,6A,1,5
Zarzamora de pie,Aeroline,7A,1,0
TEC-B33-L2,Techos,7A+,1,5
TEC-B26-L4,Techos,6A+,1,3
Techo bidedo,Techos,7B,1,0
1 TEC-B2-L1,Techos,7A,1,0
L'empotrament de la ment,Arrastradero,6B+,1,5
Zona verde,Arrastradero,6A+,1,5
L'artista,Arrastradero,6A+,1,5
ARR- B11- L2,Arrastradero,6A,1,5
Trave de los techos,Techos,7B+,1,0
Quebrantamentes izda/Galactika,Techos,7C,1,5
Burnig,La fuente,6B+,1,3
Sombrero,Peninsula,6C+,1,5
Placa Ivan,Arrastradero,7A+,1,3
Dreta,Psicokiller,6A+,1,0
mito de las cavernas directo,Unknown Crag,7C+,1,0
Wazame,Techos,7B,1,0
vuelo sin motores,Techos,7A,1,0
PEN-B18-L4,La peninsula,6C,1,1
La Azotea,Unknown Crag,6B,1,3
Escenario,Unknown Crag,6B,1,5
Leon,Unknown Crag,7A,1,5
Proyecto Arroita,Unknown Crag,7C+,1,5
metodo bizarre,Cabrerizo,7A,1,5
N.N. (Boulder 48 c),Arrastradero,6A+,1,5
N.N. (4a),Aeroline,6A,1,0
Banos Del Sol,Unknown Crag,6A,1,5
Hobbit,Unknown Crag,3A,1,5
La victoria facil,Unknown Crag,6A,1,0
El pinö,Unknown Crag,5B,1,0
Pitinoc,Unknown Crag,5C,1,3
Elben,Unknown Crag,7A,1,3
Ruina,Unknown Crag,6C,1,0
La Cena de las idiotas,Unknown Crag,7A,1,0
Tec-b32-l3 7a,Unknown Crag,7A,1,0
Cleopatra,Unknown Crag,6B,1,0
letrina direct,Parking,6C,1,0
Las Clechas de Jimmy,Peninsula,6B,1,0
VDM-B35-L6,Valle de la madera,6B+,1,1
Lamperch,Unknown Crag,7C,1,1
TEC-BL11-L6,Techos,7A+,1,5
PEN-B10-L6,Peninsula,6C,1,3
PEN-B14-L5,Acantilados,6B+,1,5
call of silence,Unknown Crag,8B,1,3
Asesinos del Wistrol,Valle de la madera,7C,1,5
PEN-B21-L6,Unknown Crag,6C,1,3
Mini Gruyere,Arrastradero,6A,1,5
Boulder king,Arrastradero,6A,1,5
El cocodrilo,Arrastradero,6B+,1,5
rafabollikikecao,Valle de la madera,7C,1,0
LAF-b11-l14,La fuente,6A,1,0
ENA -B13-L6,Entre aguas,7A,1,3
Tonicoervescente,Arrastradero,7A,1,3
techillo,Techos,7A+,1,5
lance,callejon de los lances,7A,1,5
tec-b11-conexion5-4,Techos,7A+,1,5
Slopertraverse,Techos,7A+,1,1
N.N.,SOL,6C,1,0
Fisura gorila sin llançament,Techos,6B,1,5
Los jabaloyas (sit),SOL,7B+,1,3
La visera,Arrastradero,7A,1,1
verano,Arrastradero,8A,1,5
el aufihupfer,Parking,6C,1,0
De subito plof,Cabrerizo,6C,1,5
Tasillomaras,Cabrerizo,6B+,1,3
Tomicoefervescente,Arrastradero,7A,1,0
A Ciegas II,Techos,7A+,1,5
N.N. (y),Techos,6C,1,5
Tronauta,SOL,7A+,1,3
N.N. (El Killerleiste),Techos,6B+,1,5
35,Arrastradero,7A,1,0
the cube,Unknown Crag,7A,1,0
Bloque 18 - 9,Techos,6B,1,3
Bloque 17 - 2,Techos,7A+,1,3
alba (sit),Unknown Crag,7A,1,5
La trave de Jose por abajo,Arrastradero,6B,1,0
Lance borda el campus,Arrastradero,6C+,1,0
Alvariña,Techos,6A+,1,5
El esperitu del vino,Mezquita,7A+,1,1
PAR-B15-L5,Parking,6B+,1,0
El empaine encantado (sit),Arrastradero,7A+,1,0
linea en zig zag,Arrastradero,7A,1,0
Dos mandingos y un destino,Entre aguas,7B,1,5
N.N.,entrre aguas,7A,1,0
Gayhetero,Entreaguas,6A,1,0
Recalentamiento global,Entreaguas,6C,1,0
Pancanario,Techos,7A,1,0
El Arlechin,Peninsula,7B,1,0
linea zig zag,Arrastradero,7A,1,3
B11-L2,Arrastradero,6A,1,5
B10-Peldaños,Arrastradero,3C,1,5
B11-L1,Arrastradero,6A,1,1
La masia,Unknown Crag,8A,1,1
Albarrahueco,Unknown Crag,7A,1,0
Traverso Don Pepo,Unknown Crag,7A,1,3
Alvanidades,SOL,6A,1,3
Bipepillo,El Sol,6C,1,5
El camino del exceso,colmena,8A,1,0
la campana (ischierda),Techos,7C,1,0
techo don pepo (a la ischierda),Cabrerizo,7B,1,0
techito?,Arrastradero,7A,1,0
Escaramuca,Arrastradero,7B+,1,0
N.N.,Sector Sol,7B,1,5
N.N. (just right of supernamafacho),Techos,7A,1,0
Jaboloyas,SOL,7B,1,5
milono,Unknown Crag,7B+,1,5
la nevera (varano),Unknown Crag,8A,1,0
Amuldadura,Unknown Crag,6C,1,0
Danger block crack,Unknown Crag,6A+,1,0
Arista masia,Masia,7B,1,0
N.N.,SOL,6C,1,0
Ukendt mantle,Parking,6B+,1,3
tecb23l1,Techos,6C,1,0
tecb18l7,Techos,6A,1,0
tecb23l11,Techos,6A,1,0
5 ENA-B13-L5,Entreaguas,6B,1,0
7 ENA-B13-L7,Entreaguas,6C,1,0
6 ENA-B1-L6,Entreaguas,6C,1,0
detras del ramstein,Arrastradero,6C+,1,0
5 CAB-B1-L5,Cabrerizo,6C+,1,0
1 CAB-B2-L,el cabrerizo,6A,1,0
1 CAB-B5-L1,el cabrerizo,6B,1,0
Enfrente de los cuartos,Peninsula,6B,1,0
